market,shock,safeguard,participation,similarity,realised_volatility,maximum_drawdown,mean_pairwise_correlation,normalised_liquidity_deterioration,recovery_time,peak_herding,peak_asset_herding
traditional,fundamental,circuit_breaker,0.5,0.5,0.029416642953488746,0.11972522818472933,0.04498317965979602,0.00443421062008581,2.0,0.38669402157579297,1.0
traditional,fundamental,circuit_breaker,0.5,0.9,0.03099558562389258,0.12081237204306199,0.01527024077218821,0.00269469498252583,2.7,0.40154434277032447,1.0
traditional,fundamental,circuit_breaker,0.75,0.0,0.029405885162232692,0.12935605916045326,0.06534062457444648,0.0059072692418058,1.4,0.34180843762670016,0.8160000000000001
traditional,fundamental,circuit_breaker,0.75,0.5,0.03092501537356193,0.1298373575416213,0.0376648573560872,0.005773492061792169,2.1,0.37708217479211936,1.0
traditional,fundamental,circuit_breaker,0.75,0.9,0.03443212584670074,0.13211820390689016,-0.010138249897538849,0.00419026904501996,3.5,0.3585310711601838,1.0
traditional,fundamental,execution_delay,0.0,0.0,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,execution_delay,0.0,0.5,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,execution_delay,0.0,0.9,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,execution_delay,0.25,0.0,0.029727647751489165,0.11166279437407167,0.05854197260660311,0.00339904349416575,3.9,0.5665133372339615,0.9145559263206321
traditional,fundamental,execution_delay,0.25,0.5,0.029760358158343592,0.11174045465783893,0.058222450229293884,0.0032620377014213305,3.9,0.5902471281466088,1.0
traditional,fundamental,execution_delay,0.25,0.9,0.02984057956652269,0.11188844733101308,0.056892088676121576,0.00289382415372645,2.9,0.5456441353873442,1.0
traditional,fundamental,execution_delay,0.5,0.0,0.029729177719314732,0.10755871832328492,0.07433727991817862,0.0047313146083974595,1.9,0.46878414424981935,0.8659923248541496
