Outcome,Term,Coefficient,StdError,NormalApproxP,CI95Low,CI95High,StandardisedEffect
peak_herding,safeguard_circuit_breaker,-0.04086829286259648,0.009579708791077057,1.9889200245426508e-05,-0.05964452209310751,-0.02209206363208545,-0.06526732019683416
peak_herding,safeguard_execution_delay,-0.009503040721855122,0.009579708791077056,0.3211990733750514,-0.02827926995236615,0.009273188508655907,-0.015176508686628483
peak_herding,safeguard_liquidity_buffer,-0.0791630260897676,0.009579708791077056,0.0,-0.09793925532027863,-0.06038679685925656,-0.12642462431504997
peak_herding,safeguard_none,-0.04097052324513892,0.009579708791077056,1.8959680129881917e-05,-0.05974675247564995,-0.02219429401462789,-0.06543058375995081
peak_herding,safeguard_position_limit,-0.024851568882880176,0.009579708791077056,0.009481453074445145,-0.04362779811339121,-0.006075339652369147,-0.03968835471366373
peak_asset_herding,Intercept,0.24513718948214772,0.016566263232349884,0.0,0.21266731354674195,0.2776070654175535,0.5913159587972506
peak_asset_herding,participation,0.967997521037317,0.027220664880605747,0.0,0.9146450178713297,1.0213500242033042,0.6527245225970248
peak_asset_herding,similarity,0.09030995150644816,0.01820822771967355,7.055016082446741e-07,0.054621825175888004,0.1259980778370083,0.0802148800980139
peak_asset_herding,participation_x_similarity,0.3448683992002799,0.038930828427073544,0.0,0.26856397548321576,0.42117282291734404,0.1797287114173172
peak_asset_herding,amm,-0.010557591009158873,0.013407763243129898,0.431033857085402,-0.03683680696569347,0.015721624947375726,-0.012734899065014895
peak_asset_herding,participation_x_amm,-0.05822433229220575,0.028667003645013203,0.04224916368969378,-0.11441165943643163,-0.002037005147979873,-0.038266787404279565
peak_asset_herding,shock_liquidity,-0.010419909225763246,0.009813477845285341,0.28832841236439166,-0.029654325802522516,0.008814507350996023,-0.01184999992681286
peak_asset_herding,shock_volatility,-0.0024627443991562803,0.009813477845285329,0.8018486592065326,-0.021697160975915526,0.016771672177602965,-0.0028007461790170293
peak_asset_herding,safeguard_circuit_breaker,-0.004587242527637092,0.013878353462850435,0.7409978759239799,-0.03178881531482394,0.02261433025954976,-0.004124260822045723
peak_asset_herding,safeguard_execution_delay,0.006130803988259936,0.013878353462850431,0.6586679676698823,-0.021070768798926907,0.03333237677544678,0.005512033546097802
peak_asset_herding,safeguard_liquidity_buffer,-0.015877365984427266,0.013878353462850431,0.2526078110051122,-0.04307893877161411,0.011324206802759577,-0.014274893488264084
peak_asset_herding,safeguard_none,-0.004587242527636981,0.013878353462850431,0.7409978759239859,-0.031788815314823825,0.022614330259549863,-0.004124260822045624
peak_asset_herding,safeguard_position_limit,-0.0047292178362790815,0.013878353462850431,0.7332826320004235,-0.031930790623465925,0.022472354950907762,-0.004251906831517043
